frame,delta_frames,tick_cycles,physics_cycles,render_cycles,practice_ui_cycles,physics_setup,physics_core,physics_practice,render_setup,render_visibility,render_bg,render_actors,render_hud,render_practice,tlb_loads,tlb_cycles,tlb_dma_cycles,tlb_icache_cycles
237,5,3112334,674723,2161620,51984,5699,568061,94309,152661,1393954,232401,148437,179029,54111,17,1470241,1417372,34849
238,3,2597565,577601,1921309,30413,5737,562286,3097,245760,866224,418191,272532,86122,32480,12,1034034,995837,24601
239,3,2572784,227334,2072285,30084,5722,212295,3261,149452,1243242,240131,53100,354203,32157,14,1205987,1159583,28698
240,4,1993749,118009,1785240,29821,5595,103852,3095,240200,834954,450176,51746,176258,31906,7,605894,583004,14350
241,4,2275961,395856,1768435,26443,95913,291068,3466,149042,1124671,236275,53692,176220,28535,10,869718,836480,20503
242,3,2615405,212808,2218100,31224,5629,198723,2971,149909,1264525,531041,58281,180018,34326,13,1122050,1078592,26649
243,4,2162450,421897,1560439,27695,5764,406634,3148,52999,892041,447805,54820,83026,29748,8,709883,681882,16397
244,4,3325992,302377,2650654,123755,5592,288161,3108,240438,1255969,225678,229526,572819,125814,20,1729868,1665668,40998
245,4,1854945,221613,1462736,34437,7097,105470,3377,53469,844496,215579,47509,264606,37077,6,525438,504680,12298
246,3,2170437,302569,1703931,31855,6434,195745,3272,148593,989271,218918,45026,267424,33347,10,861329,830227,20500
247,4,2019944,211147,1647037,26701,5669,106476,93407,150049,713402,341326,144727,268752,28781,8,692348,668639,16398
248,4,3040047,306894,2565374,31450,5579,291937,3369,237492,1457024,431523,228688,176027,33550,18,1552248,1495429,36899
249,3,2311295,585240,1639168,30286,5550,478627,94615,349068,725230,223782,43777,264925,32386,11,947472,911460,22549
250,3,1932199,305907,1552457,30141,5067,292105,3513,52011,676750,668421,42151,79848,32239,7,603717,581931,14350
251,3,2301823,212942,1563224,30053,5555,198574,3246,150024,938778,224214,42793,175262,32153,11,952059,914792,22549
252,3,1997044,355378,1575801,31736,5468,340768,3293,239317,661936,215561,41085,382008,33804,7,620095,596214,14349
253,4,2240010,399353,1772650,29916,5605,293622,3268,56399,1224747,215626,63378,178331,32002,11,956293,920210,22551
254,4,1915148,305150,1355820,27964,5706,291041,2960,52009,686086,367535,43579,175280,31180,7,598976,577135,14349
255,3,1677460,120295,1387224,27468,5847,105049,3115,240692,527362,307618,42948,237536,29642,4,346123,333767,8200
256,3,3232203,810951,2342596,28765,5658,796009,3203,54410,1304713,491836,145354,315419,30864,19,1629000,1568098,38949
257,4,2203201,626958,1313254,26113,5430,611762,3388,152796,665883,230797,51375,183167,28205,7,608504,585759,14350
258,5,3940423,401623,3195856,31262,5627,383745,5375,240453,2189823,220335,239912,270969,33329,28,2408278,2316202,57406
259,4,3646830,633604,2855960,123858,5783,618097,3085,241350,1410329,439473,64009,375759,323988,20,1732056,1667985,40999
260,6,2495373,238174,1994154,30029,5339,131893,94514,54490,1210956,541980,62810,91804,32114,12,1034856,996592,24600
261,4,2596207,306815,2200946,30004,5814,107025,95020,258448,1014785,547966,63012,281393,32077,13,1117989,1077754,26649
262,4,2176300,393738,1664654,30035,5596,379110,3016,149423,1010610,335564,52419,84537,32101,10,869405,836238,20501
263,4,2216701,213902,1730398,53385,5702,198345,3107,246296,950688,338640,54772,83419,55460,10,876610,842468,20501
264,4,2572638,489185,1988104,123471,5639,473886,3077,331190,847419,243636,249932,189952,125578,13,1122802,1081329,26648
265,4,2859109,224634,2265320,30060,5414,209669,3282,149141,1040684,525386,241017,276946,32146,14,1210439,1168098,28699
266,4,2146244,507610,1546263,31085,5585,492577,3101,147825,848701,276817,50298,188402,34220,9,787233,759214,18448
267,3,2354628,326678,1759904,27726,5573,311782,2955,55430,1006377,325582,251077,89573,29805,12,1033605,996347,24599
268,4,2433519,737253,1523049,31375,5443,721970,3321,147829,541085,313582,51701,345562,122212,11,954785,920648,22550
269,4,2332039,302846,1749342,28011,5701,198087,92378,77963,1085165,306557,143952,105562,30143,11,952603,918486,22550
270,5,2021515,213347,1634435,126381,97474,106009,2746,52205,918280,300918,58050,175460,128472,9,790552,761527,18450
271,4,1810890,402280,1139788,30064,97502,198760,3465,148879,536945,289650,50772,80370,32129,9,784964,754924,18451
272,3,1737188,390590,1171662,29266,5465,375378,3745,76862,356639,220990,49743,434010,31340,9,777717,750815,18451
273,3,1829420,395033,1168850,127257,96579,105918,186466,56857,618858,35256,247573,80943,129363,10,860687,828691,20500
274,2,2036593,576137,1199839,30550,5564,560882,3599,52326,832704,55569,48768,177823,32649,13,1127247,1083325,27697
275,4,2145465,661233,1250439,31144,5784,646356,3523,153003,625254,35333,48014,354583,33218,11,947457,912304,22549
276,3,2101721,452080,1390378,26954,98993,342924,4249,63610,524007,373845,138925,259904,29028,13,1112628,1071212,26650
277,4,2036613,692975,1166157,29465,5054,677465,4376,160358,717990,127072,47377,80762,31553,12,1033205,995016,24600
278,3,1599558,160474,1359535,241564,5595,146499,3304,148310,520843,129084,47467,270180,243651,8,697756,670862,16397
279,4,4826690,345259,4401004,27803,5625,234661,3587,54416,1140745,2934403,46690,194854,29896,12,1038713,1001456,24603
280,7,5507988,310681,5115359,287779,5307,296196,4103,413211,1805494,2287344,49268,269120,289885,22,1891827,1822649,45099
281,8,4904284,128135,4515028,30026,5682,105549,11624,77244,1866078,2315721,48100,174767,32085,18,1549276,1492542,36899
282,7,3077389,298674,2504323,126175,6603,192443,3534,307444,1091550,568452,230078,177475,129324,17,1473332,1417449,34850
283,4,3693824,565084,3053716,28946,8143,547216,3666,325355,1696626,410402,47751,540402,32092,24,2071587,1993084,49205
284,4,3345057,795054,2472367,32296,5659,780073,3288,51468,1565512,503352,141112,176507,34416,19,1644115,1581138,38951
285,5,3627335,379362,2963676,29006,5597,364366,3754,241212,1363152,217431,230155,879521,32205,23,1986671,1911410,47154
286,4,2873923,441682,2353877,121125,5648,427486,3067,304105,1208749,398140,53187,264921,123701,15,1291754,1243139,30750
287,5,12456809,8515399,3682982,120016,6684,8410318,3327,147185,2459841,624703,44458,283641,122116,36,3105414,2990620,73803
288,16,3285934,630106,2483446,33364,5412,525300,93662,150549,1279548,633314,141401,242120,35450,21,1796267,1731364,43049
289,6,2902779,205371,2619700,31395,8193,189174,2763,328445,1589277,400112,43355,223952,34559,17,1466029,1411163,34849
290,6,3013208,457402,2377887,119790,5243,443031,3309,322317,920087,232928,134115,645523,121887,22,1891953,1822267,46125
291,4,2627974,327406,1680612,32243,5718,311802,3436,132655,642037,141885,41115,689101,33819,18,1550539,1493586,36899
292,4,2867764,736756,1960775,207608,5517,531030,193131,400027,730052,48086,131270,440606,209667,21,1794076,1727126,43049
293,3,2440214,462250,1905918,31892,7055,264804,92235,33434,1154748,230575,40062,413127,33972,17,1466179,1408516,34849
294,3,2363603,271212,1563043,31436,5562,257126,3000,33021,1173648,142118,42287,138440,33529,16,1371068,1319599,32799
295,4,3326073,541459,2718414,210633,6924,259493,3020,129043,1562197,417874,45910,350698,212692,24,2064030,1989779,49198
296,5,1965067,183656,1623092,118133,6431,77151,3450,32704,413632,237528,46317,771554,120230,12,1035451,998167,24600
297,4,3061735,365087,2537719,31727,95302,170961,3170,400592,1117748,138944,43964,802219,33220,22,1895312,1825188,45104
298,3,1886760,274733,1541359,28999,5567,77854,93292,34396,952414,47414,130000,345037,31058,10,863959,832934,20500
299,5,2313658,363328,1696832,35268,5653,349132,2949,129636,1119830,137836,38197,232917,37365,15,1296835,1247391,30750
300,3,2738362,642229,2028434,28853,7059,529810,3528,33003,1294486,234032,37586,397306,32021,18,1542339,1485600,36901
301,4,2004362,371224,1568676,34882,5679,266708,93543,33005,902005,51113,226545,317990,36982,11,952337,915933,22550
302,4,2619816,182571,2188330,29113,5402,168571,3068,128817,1336199,48066,51027,591979,31213,17,1463148,1408622,34847
303,4,3407315,183796,3149783,119929,98007,77609,3034,220548,627896,1672352,43029,461752,123090,11,960291,923782,22552
304,5,3585430,207837,3131756,39008,5481,99654,3233,339966,1524579,562897,40691,621448,42175,22,1884322,1815264,45098
305,4,2851777,454396,2329305,119902,5690,349290,93663,248427,817772,143035,220004,778091,121976,17,1467868,1412020,35900
306,5,3537862,647689,2461523,32747,5047,633247,3806,54034,975488,1040138,133690,221844,34851,19,1634268,1573404,38950
307,6,2990346,93843,2736092,28912,5724,79717,2723,267584,1299631,663327,132063,341432,31026,18,1554054,1496256,36900
308,5,4186459,367518,3200741,32455,96056,262537,2862,553880,1325969,833676,42706,409524,33933,24,2063601,1988411,49201
309,5,2885056,280515,2069408,28938,5568,174172,2457,54128,1189111,227904,229137,336922,32206,14,1206722,1161406,28697
310,4,3394108,551973,2679266,31433,5267,356550,94031,239006,1516428,317138,131548,438431,33533,19,1639276,1578456,38948
311,5,3804592,288068,3358159,29731,8346,175169,3367,239615,1704409,814341,146042,421456,31246,25,2155257,2074729,51249
312,4,3491103,823176,2601052,238157,7417,440779,97947,150864,1604494,310752,38528,255087,240243,19,1637008,1576053,38949
313,4,3580264,368016,2868064,127904,5350,353745,3592,616644,1162387,464259,228044,266726,130004,21,1816168,1747799,43049
314,4,3886318,775177,2951855,309861,6844,572757,99121,238465,1672813,509487,42579,175214,311920,22,1897792,1828595,45099
315,4,2540333,301523,2170921,27015,5658,287344,3321,52792,1242901,526139,46905,271960,29119,13,1122397,1079921,26649
316,3,2726726,568626,1996170,31029,5606,554159,3370,248427,1055802,346670,44913,266197,34161,14,1212410,1169082,28701
317,4,3560435,304079,2990643,27023,5801,287920,3791,332107,1249158,1262139,38616,78979,28590,11,953435,918273,22548
318,4,3541846,741378,2726186,28066,7075,544225,3498,239421,1203202,671496,129284,451496,31287,21,1808567,1740188,44073
319,5,3960905,385786,3509154,35070,6924,278656,4316,315784,951051,885799,216798,1101530,37154,23,1975356,1903112,47148
320,4,2320014,112345,2048901,28807,5678,97427,3628,148410,1473780,270086,34208,90410,32007,6,522538,502896,12300
321,5,2552946,299813,2182343,235728,5626,284838,4147,147422,1222332,264268,43170,267303,237848,5,434730,418176,10250
322,5,3136901,288780,2781529,31656,97166,181684,4358,52163,1567271,443118,132766,551439,33715,14,1203901,1161725,28699
323,4,2777559,227225,2237281,28880,5670,211672,4118,242758,887531,688320,34276,352893,31069,10,867999,835840,20499
324,4,2872781,208056,2506541,29009,5575,101004,95302,149400,1715913,239575,290729,77710,32136,14,1210040,1164726,28700
325,5,2566033,319944,1999426,28960,7046,197236,4434,53707,1467721,240562,127053,79031,31039,12,1035337,998100,24598
326,4,2359478,481124,1805958,37728,5679,466446,3785,152211,1072328,338752,27226,175328,39797,10,867983,832588,20498
327,4,3396914,904418,2337076,31044,5381,619150,94354,147673,1514540,442704,24746,174310,33103,19,1640913,1579645,38951
328,5,3146960,310829,2202763,28228,5351,184082,3610,233398,1266645,378768,119487,174167,30298,17,1457698,1404133,34847
329,4,2772586,557528,2150394,29019,5647,450389,3746,155224,1607250,250777,26869,79196,31078,15,1294546,1246709,30747
330,5,2377688,203727,2107365,28324,5575,189635,3361,78683,1423925,279025,121026,173251,30394,11,948441,914241,22551
331,4,2378356,434088,1881951,27344,5689,100560,322273,54194,968598,628033,26979,173706,30441,8,701029,675113,16399
332,6,2458069,378798,2004824,35210,5457,364268,3609,147043,1010045,354707,27095,427624,37264,9,779373,750405,18450
333,4,3448541,666872,2449995,30920,95741,472713,93014,153078,1428030,433268,137861,264374,33020,21,1807304,1738138,43048
334,5,3680400,479456,3043755,34189,5469,368517,99979,599759,1741854,250062,26815,387348,36866,20,1726350,1663104,40996
335,4,3605209,576604,2871960,27447,5700,470543,94188,238390,1553667,652223,24756,371819,30067,21,1809334,1743186,43048
336,5,3745873,744394,2935832,30446,5670,729315,4076,240448,1441329,918967,24517,274354,34054,23,1982128,1906772,47148
337,4,2781406,194189,2524465,28324,5723,86719,3459,143401,1689559,370061,25557,263055,30400,14,1213100,1165686,28701
338,4,2093807,101000,1831383,28098,5415,86764,3508,148439,813962,452520,208566,176121,30208,7,610224,586443,14351
339,4,3555268,960919,2439725,27958,6989,674325,93412,147628,1141020,538512,126198,453171,30064,20,1735118,1669043,40999
340,4,2962327,436865,2459668,28791,5575,422180,3631,328024,1436395,465781,117820,78369,30905,14,1209197,1164356,28700
341,4,3319720,555918,2698141,29023,5839,541510,3404,54784,1836931,463294,135232,175710,31112,16,1381233,1329645,32799
342,5,2555411,287280,2199861,123489,6957,179600,4210,52205,1428738,469719,43444,78718,125748,11,946468,911325,22550
343,5,3522516,569711,2702689,27900,5489,554847,3762,149329,1383208,830109,136649,171923,30027,19,1639990,1577901,38948
344,5,2838969,657048,2115883,29316,5447,550570,95000,147068,1069176,267702,37294,562091,32552,12,1042825,1004451,24598
345,6,3511382,823473,2524344,31230,5555,719839,92209,341945,1498237,259128,36887,353729,34418,20,1721671,1653636,40996
346,4,2957871,382447,2418689,27472,96404,275205,3548,433956,1100134,440627,129153,283079,29570,14,1208871,1162319,28699
347,4,2519639,384516,2062004,34062,6850,276902,4269,155155,1093978,257923,33216,485028,36704,9,784283,753116,19494
348,4,4535517,293122,3895131,29540,5501,278475,3641,147509,2323225,473077,126388,792284,31616,29,2496116,2403032,60489
349,4,2846470,197451,2495847,126443,5162,181957,4156,52807,1622140,581065,32226,76957,128532,12,1039677,1002452,24601
350,5,3003409,197367,2738513,28598,5479,183057,3628,240685,1737153,516512,38041,174268,31854,13,1123056,1081721,26649
351,5,3199226,474905,2571795,28250,7129,277879,94415,52381,1665559,494600,37569,291355,30331,16,1372470,1320714,32797
352,4,3431071,110488,3245574,27938,4973,95196,4410,147835,2553771,397297,37893,78779,29999,19,1636015,1576150,38947
353,4,2604332,544572,1904211,31014,5605,529677,3726,51806,1335568,277198,33038,172352,33114,11,959302,922986,22550
354,6,2476030,193714,2215797,33743,5596,179716,3281,51197,1155185,470453,127907,374124,35808,8,701833,675936,16401
355,4,2857433,289386,2317498,28331,7000,95072,3880,52706,1348760,589147,31274,263110,30438,14,1207158,1162699,28699
356,4,3081170,292201,2512556,28741,5655,276845,4098,147151,1858197,277467,27265,171646,30830,14,1207011,1161498,28699
357,4,3236622,658377,2420053,28478,5670,553297,94267,147535,1548317,585937,28302,78367,31595,17,1468139,1411957,34848
358,4,3000920,405123,2440230,26797,5695,390423,3572,145108,1277603,291552,118111,576879,28867,15,1302739,1252790,30748
359,4,3123138,410347,2557600,28246,5465,387141,12409,148318,1722942,449089,34246,172632,30373,15,1294447,1245967,30751
360,5,2903034,199324,2457228,29452,5565,183811,3703,62454,1594955,279758,33510,453928,31524,13,1125347,1083857,26649
361,5,2845158,294062,2396997,28642,6697,269415,3426,153543,1323344,287728,117159,483416,30729,12,1040992,1000666,24598
362,4,2408959,289411,2048867,26584,5067,183278,95895,147987,1356858,287297,47224,179591,28771,9,781668,752691,18449
363,5,3145364,688820,2394625,31589,5722,673258,3769,53364,1513507,384594,25497,382919,33685,15,1295556,1248017,30750
364,4,2713700,194069,2449033,26209,5521,179672,3703,147015,1654459,325535,26978,265699,28299,12,1035469,998280,24599
365,4,2451464,198384,2000099,28631,5618,184121,3383,52918,1378712,417811,31651,86230,31752,8,696305,670505,16400
366,4,2889179,294242,2529249,25437,5684,188536,94287,51808,1916220,304276,33308,194949,28688,11,950806,915549,22551
367,5,3086923,120133,2808399,28872,5722,105721,3261,241940,1632745,500764,42297,358605,30938,14,1216620,1172187,29747
368,4,2521218,232148,2218098,28734,5100,217731,4106,424129,1139496,319942,34905,267790,30793,8,691915,664901,16399
369,6,2920221,600726,1804636,127475,5585,496599,4127,54145,1108512,398115,36595,77703,129566,14,1205804,1161280,28699
370,5,2786393,584922,1860758,27611,5641,480226,93969,148997,1272641,302718,26848,79862,29692,12,1025116,986869,24597
371,4,3473454,388585,3019863,29889,5756,373619,3469,53997,2039591,481768,246015,166476,32016,17,1466887,1414164,34848
372,5,3755685,684741,2820249,25525,211534,368753,99391,169982,1419505,330341,315066,468236,28676,20,1733154,1669008,41000
373,5,2637022,293701,2278499,29370,5508,279221,3834,79028,1636335,305746,137690,87666,32034,10,858132,827075,20499
374,4,2799737,204320,2346440,218070,5522,98752,93949,171466,1120522,620817,38814,174353,220156,11,947120,911018,22550
375,5,4126805,487914,3296207,28291,6958,381270,3896,149779,1875021,665331,221745,353941,30390,24,2068800,1992315,49199
376,4,3632819,787463,2778405,216576,5638,681373,95320,261997,999900,998987,124542,174323,218656,16,1387483,1336750,32799
377,5,3591802,388704,3139599,31357,5690,373779,3585,53063,1741039,928537,119430,263040,33437,19,1653721,1590431,38950
378,5,3600188,297686,3144096,29843,6990,190055,3877,427132,1739729,474617,116492,353832,31910,20,1712122,1650484,40999
379,5,4322312,574451,3509716,30673,5609,558057,3964,78669,2063776,1137636,26114,171291,32230,25,2144298,2065732,51249
380,5,3235152,389853,2325897,26487,5621,281691,96091,237540,1481613,377337,120252,79463,29692,15,1296949,1248442,30749
381,4,3124595,205353,2599067,28911,5705,189915,3712,240338,1760219,462457,26493,77406,32154,14,1210251,1167025,28702
382,5,2075162,112205,1800477,27381,5598,98095,3301,52145,1065182,535773,26815,90002,29516,5,433948,416398,11290
383,5,2362061,307972,1974590,29739,5603,293395,3755,240701,1123910,372289,123842,80686,31794,7,607030,582197,15407
384,3,2205310,297572,1841076,30071,5735,282881,3180,51855,960272,502876,120010,173912,32151,6,521578,501900,12300
385,4,2560845,303145,1992344,31824,5799,287381,3701,240294,781017,533231,208882,194007,34913,8,694247,667256,16400
386,3,2420948,108226,2243863,29934,5454,93275,3506,149536,1057817,519038,119696,363677,33052,8,700088,672099,16400
387,4,1935351,293223,1574180,29692,6882,187073,3859,52280,1004029,381298,26261,77533,31750,3,259116,249866,6150
388,4,2495957,476303,1763394,188089,5598,371204,94140,202097,791072,382654,27007,170389,190175,7,597572,574771,14349
389,4,2229079,213143,1765393,29046,96252,107545,3956,52704,988302,495683,26260,170308,32136,6,516967,498358,12300
390,4,2534470,110471,2163734,30623,5555,95694,3548,51306,1352950,372147,117558,235674,32729,9,781355,750325,19486
391,4,2236022,205829,1965415,31249,5563,191755,3296,52797,1173361,413137,26353,265392,33349,6,523333,504591,12300
392,3,2664136,201250,2395358,26497,5606,186962,3531,241155,1025496,480317,207827,411926,28637,9,781698,753754,18451
393,4,2481727,494262,1919053,126585,6957,296040,3940,54481,1219495,412270,26385,77779,128643,8,689669,663679,16399
394,4,2475578,201240,2026212,30618,7129,95417,3710,51663,1330554,409701,24838,176299,32075,8,684413,659604,16399
395,4,2869648,292881,2421115,53628,6882,96849,93348,279012,1515639,372635,118520,78536,55728,10,864902,831758,20501
396,4,2733437,288800,2372815,27448,185388,94093,4606,148239,1425519,570639,26915,170986,30517,12,1033921,996716,24599
397,4,2758561,380696,2216172,31325,6998,275469,3677,53252,1401888,289776,262062,174420,33411,12,1033914,994527,24599
398,3,1834100,111644,1655455,27955,5575,97484,3221,171431,963755,384412,26669,79076,30112,4,349591,337160,8201
399,3,2023280,119944,1836687,31590,5391,105881,3660,429063,614051,471323,24993,260303,33663,6,519124,498466,12299
400,4,2950427,402230,2481677,29158,5468,296028,95655,240771,1243551,581701,28619,354730,31258,14,1204021,1160649,28700
401,4,1849954,217130,1569997,131386,5690,201503,4006,54220,888262,284965,26573,182472,133505,4,350597,338116,8199
402,4,2127194,202850,1671035,28084,5565,188466,3405,51747,1194876,288594,26666,78910,30242,7,606551,584852,14350
403,4,2104182,650583,1380466,29210,5729,544408,95053,64371,896106,285012,26444,77234,31299,7,599801,576935,14350
404,4,2491266,202945,2126004,34283,5521,188914,3707,148496,1260747,382443,26754,271192,36372,11,955964,918607,23587
405,4,2031753,117682,1656416,28391,5459,102929,3746,53115,911406,464090,118418,77876,31511,6,520556,501975,12299
406,3,2009362,210024,1727909,28967,5745,195710,3387,52208,753114,688689,27054,174634,31047,5,431390,415870,10250
407,3,1657948,220325,1369428,29144,5615,206275,3343,63791,793222,285173,26377,169652,31213,2,172326,166030,4100
408,4,2636804,211713,2086935,26329,5484,196762,3632,180559,1164667,419304,116902,174985,28419,12,1035615,998508,24599
409,4,2688681,120212,2246091,30109,5665,105406,3579,241296,1387676,373559,26626,184675,32259,12,1043031,1004670,24598
410,3,2455802,209973,2180079,28105,5575,195168,4028,239212,1346997,457810,26927,77793,31340,9,773451,744443,18449
411,4,2063356,388349,1598387,126636,6516,281897,3484,53308,1007310,303617,26373,78020,129759,6,521601,502919,12300
412,4,2343404,226460,1961433,26592,5575,187861,27436,53421,1356224,322074,26905,173074,29735,10,852954,821931,20500
413,4,3375048,496400,2809240,29214,5750,481589,3759,54300,1569570,848826,137485,167756,31303,18,1554757,1494788,37942
414,4,2218093,109813,2015420,29192,5628,94892,3494,52223,1096554,524365,135754,175232,31292,7,606887,585227,14350
415,4,2783418,107182,2514621,119944,5615,92718,3660,53318,1802426,319375,43157,172243,122024,13,1126086,1085595,26649
416,4,2458087,297743,1839758,28185,5867,281442,4068,333461,982864,284613,37396,171150,30274,8,693677,666672,16401
417,5,2873639,298095,2414287,29339,5659,283665,3599,328943,1014897,742267,218792,77995,31393,13,1128044,1087779,26649
418,4,2789545,291516,2425982,30094,5521,277544,3259,147721,1448496,309126,127455,361017,32167,13,1121638,1079104,26650
419,4,2276634,111708,1888898,29019,5819,96151,3777,53964,1396611,285958,43541,76284,31098,6,529503,508786,13350
420,4,2459656,204923,2092212,123755,5393,190574,3480,147070,1224178,279667,44839,269551,126907,10,869300,836265,20498
421,5,2697273,771390,1855266,126525,97022,481214,4231,55708,1136982,410737,43901,77251,129644,11,941612,906494,22552
422,4,2480178,329354,1809143,27951,95317,224326,4069,147696,1031869,304839,214921,77637,31128,9,770070,742206,18450
423,4,2438834,409228,1776969,123923,5552,303899,93749,55931,1083261,278380,37315,196057,126025,9,775359,747415,18450
424,4,2414545,108262,2235146,27157,5755,93407,3621,149942,1537106,305610,36043,176183,30262,9,780744,750805,18449
425,3,2648825,383584,2194161,31888,5097,368582,4439,52855,1483420,309442,44022,270470,33952,11,953360,918002,22549
426,4,2396218,444784,1884524,27159,5553,429641,4180,153390,880545,600960,44635,174147,28697,6,525012,506338,12300
427,3,1962804,294764,1594638,29581,5742,279444,3645,53618,776143,617258,37404,78580,31635,4,343375,330880,8200
428,4,2282220,477558,1646016,29946,5549,460200,4012,52229,1048820,300903,37968,174050,32046,8,693490,666690,16401
429,4,3062334,480387,2425894,31420,5498,374264,95151,461336,1026215,509876,37688,356219,34560,15,1300472,1251915,30747
430,4,2027606,205078,1755524,28897,7820,188167,3753,240677,947432,321730,45916,168783,30986,5,432718,417213,10251
431,4,2712094,302912,2342399,126311,5486,100415,191414,54234,1212295,556490,26570,363348,128389,11,953856,918650,22549
432,3,2389226,304915,1746817,30544,5047,290240,4167,53507,973823,279200,27015,380628,32644,10,862648,831659,20499
433,4,2878618,745541,1971616,126812,7000,456620,185415,148263,1309288,278705,26478,78621,128886,15,1301364,1252739,30751
434,3,2477536,107870,2212981,29700,5566,92926,3299,148353,1259590,369964,27093,374039,32896,11,949173,911911,22548
435,4,3171776,576566,2522024,32786,5496,469949,95144,56479,1673468,369857,25065,360792,36051,16,1386376,1334739,32799
436,4,2441839,116257,1887387,27789,5441,101162,3608,148051,908244,401859,129102,269806,29297,10,863777,832752,20499
437,5,2592207,507435,1920534,29608,7384,280767,4023,53021,988549,640457,32997,174385,31125,10,868576,835517,20501
438,4,1919679,295975,1461679,29242,5637,280956,3692,52483,721066,457549,120000,78900,31681,5,438926,422455,10250
439,4,2413078,108965,2048043,29049,5351,94672,3827,147250,1361529,393678,28364,86099,31123,10,877462,845351,20500
440,4,2389113,589136,1638080,28933,95767,393574,4231,63616,535167,622882,26604,357736,31005,11,944146,909012,22548
441,3,1929012,115566,1739434,26778,5451,100836,3750,149933,1011747,441591,27079,79147,28892,7,609496,586670,14348
442,4,2898183,400929,2334664,28618,5507,386079,3817,148313,1293664,652356,35134,174513,30684,15,1292447,1242754,30749
443,5,1832753,133060,1629387,27969,5732,118998,3228,54178,1029740,206763,219932,88701,30073,7,603928,582130,14349
444,3,2055253,216971,1774364,31785,5501,202280,4091,52329,911681,295502,121730,358772,34350,8,691630,665757,16400
445,4,3021030,480477,2073300,27126,5636,465480,4136,148629,1401820,203881,119958,169799,29213,17,1465523,1410764,34854
446,3,2544129,202942,2274014,31286,5521,188221,3292,242050,1390902,314742,24560,176434,123135,13,1124579,1082226,26649
447,4,2632691,478426,2085862,119259,5722,462325,4070,152765,1030744,396328,28392,356294,121339,12,1040547,1002345,24600
448,4,3262905,381722,2635309,36205,5725,274353,4104,54902,1428292,791371,32546,288863,39335,18,1545689,1489901,36898
449,4,2531402,110135,2260184,26377,5637,95692,3548,147301,1024802,482273,32319,545024,28465,11,955249,921097,22550
450,3,2223964,472356,1681365,28459,5014,457866,3890,246738,979704,288221,33000,103163,30539,10,858730,826457,20498
451,3,2116100,378973,1659797,27661,5469,363901,3793,53122,984279,294260,119760,178607,29769,9,774402,746711,18450
452,3,1881952,113004,1705237,121035,5552,91520,3495,258603,706341,415761,26701,173553,123114,6,523050,504384,12302
453,3,2492960,291829,2130253,373551,5519,187016,93996,150264,983637,235508,118103,266255,376174,11,952020,917903,22550
454,3,1921817,201756,1654315,29362,5575,95178,3482,53690,1254654,198666,25765,88031,32466,7,614532,590809,15391
455,3,2321222,470988,1781718,25706,5679,455782,3793,53386,1019041,482858,24585,172998,27824,11,953499,919204,22551
456,3,2784579,656219,2064249,28634,5628,641278,3694,241209,998493,319923,116524,357367,30733,16,1379953,1329163,32802
457,4,2504357,388963,2048287,50538,5625,373841,3740,241001,1162003,300614,26251,264302,53739,9,777385,749478,18449
458,3,2058778,391587,1600967,29703,5575,377518,3262,53035,1213836,198661,24804,77809,31781,8,688564,663860,16399
459,3,2128090,200640,1853718,26876,5657,185724,3645,147386,1184364,386567,26592,78802,28968,9,779131,748994,18449
460,3,2628577,106983,2454994,30021,5774,92731,3453,148014,1601528,474963,119769,78624,32096,15,1290727,1241097,30751
461,4,2313418,474671,1573891,26953,95793,369200,3822,52687,897905,487781,26497,78879,29023,11,952792,915597,22550
462,4,2064763,110824,1543167,28777,5683,96170,3473,51942,833845,197640,254376,174521,30843,7,615765,593101,14350
463,3,2241474,108220,2065483,121633,5634,93991,3618,52773,1284773,205413,27059,370162,124216,10,857887,826755,20500
464,3,3098742,294417,2741293,31048,5704,280387,3195,222828,1618805,291526,207872,365679,34186,18,1549046,1490915,36901
465,3,2660216,685356,1791503,27228,5700,379838,294821,52887,827933,591882,118901,169710,29878,14,1206926,1163553,28701
466,3,2939848,756838,2118992,28768,6528,560490,93431,54384,1233139,511010,25204,263379,30835,15,1294943,1247322,30750
467,4,2358728,298280,1988564,335233,5657,283893,3580,411310,651400,208384,26987,353132,337351,10,861846,830955,20500
468,3,2414662,393666,1684287,28290,95120,288503,4036,52516,914491,296101,208834,180917,30357,12,1036687,997371,24596
469,3,2474556,298390,2108328,119452,5612,284184,3260,222160,926290,205951,126654,505762,121511,10,868900,834649,20500
470,4,2744311,387732,1992382,30134,185655,192145,3993,147996,1140173,208822,206504,256667,32220,14,1205542,1160162,28698
471,4,2328349,113358,2145922,122162,5658,99056,3515,506816,996305,296642,138695,82066,125398,11,945749,908581,22549
472,4,2279784,292173,1827359,35525,96119,186924,3762,244878,876138,196387,34058,437206,37650,8,694054,668226,16400
473,3,1956195,401060,1394901,26962,5469,386045,3811,55243,900686,303467,26567,78844,29055,8,695157,670290,16400
474,3,2217719,472240,1676375,29452,96631,277185,4337,148069,1010612,288114,119689,78346,31545,10,857371,826372,20502
475,3,1980862,110649,1795670,26834,5528,96172,3664,149619,863672,639567,33634,79206,29972,7,607985,585284,14350
476,3,2684504,814283,1806166,126548,5628,798384,4147,151128,927416,196420,118899,282940,129363,13,1121563,1080265,26650
